snid,label_name,label_id,sim_z,observation_count,time_span,observed_band_count,peak_flux_all,time_of_peak_all,amplitude_all,mean_flux_all,std_flux_all,total_snr,g_peak_flux,g_time_of_peak,g_mean_flux,g_std_flux,g_amplitude,r_peak_flux,r_time_of_peak,r_mean_flux,r_std_flux,r_amplitude,i_peak_flux,i_time_of_peak,i_mean_flux,i_std_flux,i_amplitude,z_peak_flux,z_time_of_peak,z_mean_flux,z_std_flux,z_amplitude,peak_color_g_minus_r,peak_color_r_minus_i,peak_color_i_minus_z
742,II,2,0.4541,85,117.01499999999942,4,1.6091673743020198,8.980000000003201,1.8060442357480881,0.5220532999781614,0.8728051008947502,2.241034109505184,1.6091673743020198,8.980000000003201,0.46661539301066307,0.9283313327247851,1.8060442357480881,1.3025473724874856,8.995999999999185,0.43259960147499527,0.7764412310945994,1.5618166643189575,1.381295623003826,90.03899999999703,0.48606174925545426,0.8226297261719154,1.646207612206685,1.5308397786165204,9.027000000001863,0.6636654577594052,0.9149214447575313,1.5308397786165204,-0.7950050420581954,0.20627152478168642,0.3874902899283712
760,Ib,32,0.8864,51,69.93799999999464,4,1.4629966120280562,69.93799999999464,1.5957166199434245,0.3488165081690524,0.7676032056558043,2.11483166580806,0.6179434348289731,66.8949999999968,-0.12347115454040163,0.45045180597229134,1.1622357237662018,1.0666985504229953,50.890999999995984,0.255205605354205,0.5397012870734376,1.1687036802490767,1.4282968139828796,58.91399999999703,0.4731347546389584,0.8548214005279333,1.5512547655659445,1.4629966120280562,69.93799999999464,0.5424568315343893,0.8750927259474072,1.4629966120280562,1.323961360135024,0.9600769996332885,0.08997501187688052
762,II,2,0.6733,55,77.93799999999464,4,1.3372595397502758,58.890999999995984,1.426397386459972,0.3828035121240374,0.7126736130120329,2.168778416953064,1.151982395457474,16.06699999999546,0.23660275339795192,0.5705286065052088,1.2494918657252647,1.3372595397502758,58.890999999995984,0.4325273415359415,0.7632835150000675,1.372599050995377,1.3096301674258988,47.94899999999325,0.44136087944556074,0.7364363228792221,1.3806995483827167,1.3070679506612983,76.93799999999464,0.39148145435316284,0.7226477268496317,1.4019688876951997,0.4914098912666421,-0.07251755530699025,-0.0067367509085351695
834,Ib,32,0.3235,47,63.01199999999517,4,1.4184670209466004,52.01199999999517,1.4598446423882079,0.4777231130736147,0.8268369703752847,2.2187370309962087,1.3153404766272883,43.95299999999406,0.4250306370901659,0.7783887418293941,1.3464507775096948,1.1705550585212086,62.96899999999732,0.3645309176761104,0.6870615682535948,1.2412973871099933,1.4051755462179893,60.917999999997846,0.5335662248712486,0.8684597771769319,1.434521001265773,1.4184670209466004,52.01199999999517,0.5592427503107203,0.9014877350530022,1.4533489230886265,-0.3840267033517636,0.618879952575581,0.034567965168955585
858,II,2,0.8275,121,129.0239999999976,4,1.325720858019412,39.02399999999761,1.748498126613737,0.1075113447248629,0.5997629918594918,2.1897684198276384,1.325720858019412,39.02399999999761,-0.09222163759057152,0.7191503544243025,1.748498126613737,1.0492180226701815,70.08200000000215,0.1488724245775208,0.47511961905507694,1.1772767112585862,1.1749315935284426,67.1840000000011,0.12465940621318222,0.5642094664449949,1.3433101031623413,1.0944711286416449,126.95300000000134,0.20918827349771443,0.5398489863889506,1.2780215409701317,-0.7402643161271198,0.340713116313062,-0.21709796972965142
865,II,2,0.5633,106,84.96500000000378,4,1.4274861090957855,13.090000000003783,1.5579280590540248,0.4115544449317081,0.6892988451870166,2.383807124661173,1.1522883443830565,69.92599999999948,0.17040074599324156,0.5446417667721872,1.372451701409366,1.1670217957902564,13.078999999997905,0.3290657611282736,0.6030561095954466,1.2244553643355676,1.4274861090957855,13.090000000003783,0.5320333609202926,0.7732576956745387,1.4274861090957855,1.1911714557285584,12.046999999998661,0.5185487019099954,0.7220482082216738,1.1911714557285584,0.03957379232035028,0.6863560263844614,-0.6217006109743826
873,II,2,0.7469,125,129.8249999999971,4,1.4245549766067132,66.82099999999627,1.6325585145326718,0.30166138543679955,0.7288884774850947,2.4854694932766845,1.2273724422896364,67.9539999999979,0.19002629580242547,0.5932871590390724,1.4350476413399647,1.4245549766067132,66.82099999999627,0.33367386268335747,0.7331179288603328,1.4813709568325486,1.2873537727147466,67.98500000000058,0.31539343085186844,0.7085070098829546,1.4934580509951885,1.3594560201209867,99.86800000000221,0.35012236496901694,0.8160089698991501,1.5933968423002067,0.517625105128894,-0.3588875827313567,0.1892545265282517
876,Ib,32,0.2356,40,59.062999999994645,4,1.8833774897483389,59.062999999994645,1.9055206500859982,0.8398959175651604,1.2450769587438826,2.5704444806911813,1.5866998016240492,40.00399999999354,0.5693718610513374,0.9477390596213382,1.6163284485376053,1.7117228918272347,48.0199999999968,0.8113759086031112,1.1816536634729675,1.7279152073383828,1.801815168581437,48.03899999999703,0.8892187583496849,1.2658672200837102,1.8215790279120088,1.8833774897483389,59.062999999994645,0.9881608197934831,1.3738903522996075,1.9055206500859982,0.31975509318271805,0.2292518395532944,0.2068828439870115
903,II,2,0.6655,137,141.95000000000437,4,1.373463721632369,25.985000000000582,1.519079470376523,0.4108336039800447,0.7200178542994763,2.5148356097633973,1.3533390953113047,25.9690000000046,0.24782763536007538,0.6528439445718064,1.442855890175056,1.373463721632369,25.985000000000582,0.3973448648972449,0.7208212583196784,1.4400900743132825,1.25478968739721,18.0940000000046,0.4630295773705565,0.7096783946476846,1.3725622182854997,1.2674064187529042,45.942000000002736,0.49570159535924985,0.7688972400288401,1.4459620763240963,0.052589493600068704,-0.3118671701169867,0.033371150438780736
938,Ia,1,0.7331,120,170.80799999999726,4,1.8274338954007792,59.12799999999697,1.9103041680685686,0.5713839815891306,0.9892408132393715,2.3396006964162663,1.5590683340345368,51.06999999999971,0.34443745302718265,0.847229344789451,1.702085721435825,1.8237349883987313,59.10899999999674,0.5533963968582611,0.9719595698387867,1.8699236918033264,1.6102341753343887,53.08499999999913,0.5922371952825187,0.983675189558558,1.6790370374603594,1.8274338954007792,59.12799999999697,0.7170110036225443,1.0792016719309119,1.8439300800135814,0.675639822999533,-0.5443054916394497,0.5536930303901044
967,II,2,0.8998,161,174.90699999999924,4,1.381295623003826,45.88300000000163,1.6838572054003464,0.19857851570589008,0.5786103648842444,2.368758457432471,1.381295623003826,45.88300000000163,0.10410658282958328,0.6517698818994901,1.6838572054003464,1.2521245525056444,45.09000000000378,0.31663233945230135,0.6247959880017838,1.3545501955078822,0.975109989686161,68.91799999999785,0.13084690580888023,0.46069770832611917,1.1506950511427139,1.0380635269978589,61.93800000000192,0.21037658741359044,0.5004310809088205,1.2589484076520903,-0.33936055092388734,-0.7515457332897623,0.17459932205640877
1024,II,2,0.4091,107,141.83600000000297,4,1.6057358938767468,44.09000000000378,1.7307822756663893,0.4281165932919332,0.8123028598308558,2.1973205840998054,1.5795549604009986,59.10599999999977,0.40799849311998293,0.8614853139916666,1.6884198220027107,1.6057358938767468,44.09000000000378,0.48606745612691254,0.8273492457033087,1.696426289664097,1.2440295890300217,53.0940000000046,0.3614512182987257,0.7000561469361144,1.4426365257822318,1.570192561095726,58.84000000000378,0.4471579008799053,0.8241889389801693,1.7044079273868409,0.0671686219004094,-0.9407471259169753,0.8495325088627298
1049,Ib,32,0.4459,96,127.90600000000268,4,1.573219827114422,62.0940000000046,1.806179973983887,0.3049061977985953,0.8272910670368109,2.0956652398973046,1.4702634469650784,17.21100000000297,0.25897108512851585,0.8179326638226744,1.6675463395115164,1.368472838440362,53.1050000000032,0.18916647235326187,0.6525964508546632,1.5673793076509788,1.507180977260241,62.07800000000134,0.3434422396542486,0.8495265801231914,1.6258267132857112,1.573219827114422,62.0940000000046,0.3988613635601906,0.9074000729260343,1.806179973983887,-0.2645749311067268,0.35996562945200683,0.17000280061681866
1056,Ia,1,0.817,41,83.83999999999651,4,1.5089335260500327,66.88699999999517,1.6166960185806243,0.36605445360438915,0.7938212637523192,2.029648956877537,1.2839792842384798,21.879000000000815,0.16158199203525478,0.6289101706588525,1.3957456299921682,1.2387985627139169,65.8949999999968,0.3396646942619876,0.6439725358403955,1.301984394070439,1.5089335260500327,66.88699999999517,0.4859692075686584,0.9056817891861232,1.5754880511589935,1.3996737214810382,67.88699999999517,0.41389932178966166,0.8437972775553795,1.5339118029940453,-0.1195012097957705,0.7057013991278558,-0.28312425453235507
1089,IIn,21,0.7569,55,77.93799999999464,4,1.3322364154914432,43.96499999999651,1.4218670559187183,0.44365260477613566,0.7527450287441394,2.2473594127901046,1.3322364154914432,43.96499999999651,0.4240441278940399,0.7391563620118936,1.3709384786871255,1.2089785172762535,43.98099999999977,0.4090990674581495,0.7152473527687292,1.2537013810119855,1.3049211619008918,58.90999999999622,0.4587284749394975,0.7755462522357675,1.399777524488799,1.2880255353883627,76.93799999999464,0.4792035006189848,0.773628647838269,1.3609151342236792,-0.3256754671043336,0.25394207818795805,-0.04448703582657526
1150,II,2,0.9354,108,141.84700000000157,4,1.7418603940652635,52.09700000000157,1.814647069451856,0.713492526488885,1.0257174295968254,2.5244757705519936,1.3991543339582164,51.06999999999971,0.26171477579436647,0.6865370357744479,1.5458017571592761,1.5994463757252757,0.006999999997788109,0.7579826498646829,1.013331059437977,1.5994463757252757,1.7418603940652635,52.09700000000157,0.7861728186201495,1.0749902633481112,1.7418603940652635,1.6911699341316038,59.12799999999697,0.8459416815653327,1.0988822725773817,1.6911699341316038,0.5172691952592443,0.3638384565841579,-0.12920948527456688
1152,II,2,0.5606,48,87.02300000000105,4,1.6694098672877828,57.02300000000105,1.8872796345300231,0.4579216800189293,0.9249425185930592,1.997199058023941,1.6694098672877828,57.02300000000105,0.3840295441666605,0.9847048068631826,1.8872796345300231,1.4517864355242902,61.112999999997555,0.46237703145235975,0.8416663174611457,1.4647264519995922,1.5905074620085833,57.03899999999703,0.5530355484653362,0.9192428031922055,1.6585169837358567,1.4852954387260888,65.03899999999703,0.41279258154763765,0.9266940684723922,1.5906746805752014,-0.5596214356214368,0.3576228329768578,-0.27090113926345394
1153,Ia,1,0.8566,145,155.90299999999843,4,1.5074510609019698,26.0,1.6088147541120719,0.40400817094136277,0.7492430525945815,2.5137379402796696,1.1535099893008376,144.8989999999976,0.0769629598605116,0.5011665429312349,1.355968457653611,1.2657609167176105,18.078999999997905,0.2796931506833782,0.5601824265587454,1.3779069980423169,1.5074510609019698,26.0,0.5179345850684687,0.8384348688660124,1.5300074899760443,1.4787107555127592,45.13300000000163,0.5736956830578229,0.8373172396898225,1.4787107555127592,0.2991462387321683,0.6304758042007286,-0.07423649209507266
1160,IIn,21,0.8168,44,75.87099999999919,4,1.518118947143153,44.90699999999924,1.6427612032653205,0.5725484530526594,0.9316993188663503,2.1597926054345287,1.3660492098002355,52.8949999999968,0.5430386189834946,0.8940833165097487,1.5138831856110928,1.478999131673357,44.89899999999761,0.6320199245832315,0.97403507369279,1.578100304755907,1.518118947143153,44.90699999999924,0.6147031200793294,0.9475187752918756,1.6427612032653205,1.3653007486379873,52.934000000001106,0.4847720638491434,0.8963618690800526,1.506991818723615,0.2935025548216917,0.1010053791100517,-0.3964633350991989
1186,Ia,1,0.3698,40,67.81999999999971,4,2.129689892199301,53.85899999999674,2.1698800728743866,0.992308716399495,1.4415291963371628,2.5201035553848095,1.765594055319445,52.85899999999674,0.6899325428715402,1.1607759550060655,1.8534548413680667,2.0770043267933502,52.879000000000815,1.0356518320201886,1.4674753334552029,2.099773842165229,2.129689892199301,53.85899999999674,1.0908614475457792,1.5362595831796921,2.1586458973917684,2.04766419460156,53.875,1.0499212427457707,1.4405003238405607,2.049679215591828,0.7881822003432211,0.1327610276122584,-0.20675246615781226
1253,II,2,0.5786,85,117.01499999999942,4,1.6316466629584194,1.0,1.7623784293119642,0.5514197498732414,0.8748539218229165,2.25335421052015,1.3324384599156054,0.0,0.3361601333341265,0.7335966295542264,1.562768543016519,1.4899584794248346,0.9879999999975553,0.5260695843842388,0.851867791170122,1.609092600000719,1.6316466629584194,1.0,0.6642423337092949,0.9681542523392125,1.6316466629584194,1.400192488592576,17.984000000004016,0.6124490031344997,0.8640156564777028,1.4080125797777274,0.4097933181716884,0.3642821003930585,-0.597066766432168
1292,II,2,0.3501,90,81.08600000000297,4,1.7048366062114038,0.06199999999807915,1.8491121661845775,0.6234864589878647,0.9997446571451977,2.6011998609777995,1.5542468081661105,2.0,0.39305086744489803,0.9164280323700682,1.7466341989375787,1.5520595341878844,2.139999999999418,0.6040795830403377,0.9488840284716337,1.698448538015329,1.70372115992702,0.031000000002677552,0.6204908210851973,0.9921949414902506,1.7120879539476228,1.7048366062114038,0.06199999999807915,0.7885297398679044,1.084294045185644,1.7048366062114038,-0.005625588776026814,0.3883510496836715,0.002844820868074121
1362,II,2,0.6246,120,139.89400000000023,4,1.500236474825639,51.859000000004016,1.6466977312993345,0.2676433761961409,0.6364904980849749,2.2613411175698745,1.500236474825639,51.859000000004016,0.2095252909365669,0.7367155243992342,1.6466977312993345,1.1690863574870227,50.875,0.24097979335743688,0.5471545938512653,1.301702630953145,1.2648178230095364,69.09000000000378,0.2989912720942424,0.600348885013436,1.4099331233312946,1.1489109931093564,54.01900000000023,0.3129477641158738,0.604042829821923,1.3405234307899148,-0.8691758176526845,0.2548270359577679,-0.30902400432960975
1485,II,2,0.6917,52,92.87099999999919,4,1.4745076391169758,69.9340000000011,1.648652695131223,0.4059410526254563,0.862523881163162,2.0657764702488124,1.4412236742426126,53.90299999999843,0.2933285510720683,0.8199602901063936,1.6266482684740102,1.4407517004791854,61.89899999999761,0.44904501596154783,0.8778503750849469,1.5833121519830777,1.4068806700491248,69.91799999999785,0.3931609581187745,0.8024424517172949,1.5572665288699041,1.4745076391169758,69.9340000000011,0.4677944377525226,0.9238457345905232,1.6202401898458314,-0.0012242845177233268,-0.08799467871297412,0.17543377657898263
1537,Ib,32,0.3367,47,92.75400000000081,4,1.5561818466529111,54.84799999999814,1.6281947314578342,0.5515318617228293,0.9162720145700998,2.3166575519445427,1.048053173115609,30.793000000005122,0.20089355532695485,0.5435662585991533,1.2470152905318315,1.4337698339248657,54.81300000000192,0.5537869219688727,0.864224652252196,1.4337698339248657,1.5561818466529111,54.84799999999814,0.66017089098079,1.003315649232969,1.6080444057369232,1.5558196830611912,58.824000000000524,0.6534670609874974,0.9869271810113036,1.5854607295085006,1.0253768507013712,0.31618062319903356,-0.0009312963013524704
1558,II,2,0.9951,100,133.80099999999948,4,1.5330090224954853,22.120999999999185,1.958993665030326,0.42093823901535493,0.9209008523652845,2.3041962356068115,1.4350476413399647,76.8949999999968,0.2236078099492257,0.7604910393282237,1.6582976503081899,1.4821586954112764,67.96100000000297,0.3293315604798468,1.0308581040261702,1.9406160823374077,1.3291944150884512,22.105999999999767,0.47144735426215206,0.7796363418676279,1.490337794344103,1.5330090224954853,22.120999999999185,0.5768778389390239,0.9714546519996041,1.7092699609758306,0.12202453748319929,-0.3981428924922687,0.5293484488152917
1659,Ia,1,0.6626,52,92.87099999999919,4,1.4994121256722754,53.96099999999569,1.7573200965466722,0.405258079099717,0.8989045622408793,2.1034662450587067,1.095169351431755,25.050999999999476,-0.2388968649553147,0.8056000470995344,1.5804687839510017,1.4452927694259718,53.91399999999703,0.487085296028787,0.8273983630347805,1.4621882878701633,1.3993275321586789,91.88300000000163,0.48545386758918174,0.9079116274636038,1.583878598498626,1.4994121256722754,53.96099999999569,0.5769842077739118,0.9782154828146138,1.6234560480699338,0.926559444264702,-0.11943195449000171,0.259452496226286
1670,II,2,0.7428,114,157.86699999999837,4,1.5114822886260015,59.112999999997555,1.7782959910888338,0.42830413187859234,0.8382493210693318,2.2676177178908827,1.3942765267678214,53.05399999999645,0.08197641529894482,0.7753360220181673,1.7188337183038622,1.2964457942063963,59.10899999999674,0.2572001118001079,0.6944060679864685,1.513483956704257,1.5114822886260015,59.112999999997555,0.533734718680077,0.8671034598161891,1.6193438128879802,1.487279816443069,64.83899999999994,0.6325301036236693,0.9145030809039849,1.594182535351007,-0.25616915484185165,0.5599249070317367,-0.06248522777389062
1695,II,2,0.5689,128,157.87099999999919,4,1.790847903965432,51.859000000004016,1.8578147779710066,0.7038578152690635,1.0497846354760132,2.8409979806710464,1.790847903965432,51.859000000004016,0.5756050284862231,0.9841572859859276,1.8330323052464155,1.783760695743924,50.875,0.6913492295755206,1.0499151287444681,1.8210940974727665,1.6424645202421213,69.09000000000378,0.7527596589162115,1.0884118382199088,1.7339992865383869,1.6223176608338443,69.11300000000483,0.770149343678925,1.058033077811484,1.6720608951303073,-0.018011962601655447,-0.3602465462963442,-0.051569531715876346
1729,Ia,1,1.0077,135,173.82400000000052,4,1.2619761913978127,61.04699999999866,1.631849462159818,0.15273681574774176,0.6044586915743404,2.2016904507260784,0.9972552898201031,81.06999999999971,-0.16203916996192333,0.6519074972331826,1.537781328693677,1.0028569260611206,81.08600000000297,0.024624268316662923,0.4127851123003429,1.2698630405544111,1.2619761913978127,61.04699999999866,0.3291589874908092,0.6323290538342936,1.3551448961745671,1.2245330626060857,69.11300000000483,0.28913109853181745,0.6085697227627965,1.3671694885346808,0.015559891969907522,0.7003200585505137,-0.09928011203492919
1747,Ic,33,0.3572,116,138.88299999999435,4,1.7179200258369935,41.875,1.8660509240092749,0.6428765226567775,1.0236863011611204,2.754397223319934,1.7179200258369935,41.875,0.45662985992101196,0.9129124407471743,1.8422971343280652,1.4889735247265081,48.004000000000815,0.6182214740642544,0.9456409469914324,1.5064373800202968,1.632760888479439,49.03199999999924,0.7020318193516433,1.079302435954162,1.807264355276107,1.6313422864839329,50.08199999999488,0.7425599071165497,1.0898208318683111,1.6830560484043442,-0.587177756285696,0.36967902260376384,-0.0036312281498558268
1854,II,2,0.6452,103,127.93299999999726,4,2.137670537236755,59.112999999997555,2.2560438987020315,1.060777120733334,1.346681125298007,2.8916214572940535,1.7649975992848805,9.959999999999127,0.7818215783452961,1.133413857114692,2.005309236848517,1.73559889969818,51.08199999999488,1.0320904053354218,1.2648233832749192,1.73559889969818,2.137670537236755,59.112999999997555,1.172993797119665,1.4364672022608733,2.137670537236755,1.918764031027999,42.92899999999645,1.1552505205935122,1.4053763042521736,1.918764031027999,-0.07482672684277905,1.017386497015293,-0.5524997405438752
1865,II,2,0.4484,93,134.01900000000023,4,1.7807492311035522,22.96100000000297,2.1037011195895143,0.6601195201258213,1.0571876768884125,2.5033963210570698,1.7807492311035522,22.96100000000297,0.34240845882478343,1.0793223536436094,2.1037011195895143,1.6227319651647192,27.949000000000524,0.5998851605870045,0.9593639739143048,1.7016197864772047,1.7788744720027396,1.0,0.7694146513696752,1.0748817256698493,1.7970874132653303,1.5852350633657752,58.96100000000297,0.7943561019577826,1.0735238604148682,1.7049222912234017,-0.4030999654363334,0.3983339369620452,-0.49446974666378696
1870,Ib,32,1.036,97,146.98400000000402,4,1.924847632975537,27.987999999997555,2.02143739646709,0.34446238985966626,0.8612815632786253,2.0658942913782585,1.924847632975537,27.987999999997555,0.31345798837900124,1.0419100780064,2.02143739646709,1.2880255353883627,27.949000000000524,0.19683994259960894,0.5319065193704328,1.4037894715161883,1.5233562066547928,1.0,0.39660319177410275,0.7929401313024708,1.6260322478290188,1.346548558548474,17.984000000004016,0.43419322764751894,0.7640014096927067,1.5588285248170117,-1.636498734515874,0.6127222772463959,-0.4590050772150279
1927,II,2,1.0257,123,161.84799999999814,4,1.6119356250401227,39.88300000000163,1.774224904868919,0.18838634867518475,0.6700304343375267,2.1855734405125,1.6119356250401227,39.88300000000163,0.22659760019566727,0.7945045891410129,1.7536596472859987,1.1702617153949575,72.08200000000215,0.15697399962474437,0.5618875095684934,1.442793225939769,1.3092041796704075,98.01200000000244,0.20483084465734908,0.6896064881075005,1.5901728315963144,0.9744656357372424,87.04299999999785,0.16115069105619406,0.4956186106287259,1.1939867630856948,-1.1532786155352424,0.3686867157837748,-0.9039442971950006
1936,II,2,1.0993,161,174.90699999999924,4,1.4423229557455746,52.85599999999977,1.6558104944952523,0.2262407836469682,0.6003818413120366,2.3585573479691355,1.4423229557455746,52.85599999999977,0.04971426827318769,0.6082846414813333,1.5559042149166258,1.118595365223762,60.86000000000058,0.2521236468031036,0.5128775694264214,1.1915907263792107,1.2342641243787893,58.870999999999185,0.2923052012717109,0.6379006002637101,1.3990677089490726,1.1967287226232868,58.89899999999761,0.2708954484387699,0.6120156531939068,1.5225746326911769,-0.8553247176206723,0.3098845998197072,-0.09992444956122686
1977,II,2,0.515,113,161.82800000000134,4,1.4253711664389412,58.02799999999843,1.8453461374114084,0.32696986199752376,0.8289741827597988,2.3018826481082733,1.4253711664389412,58.02799999999843,-0.05819146521996182,0.8219381143113774,1.6917885244026984,1.3666097103924297,69.07800000000134,0.39211680123952264,0.7922201461538589,1.5700757053216041,1.3881012015705168,56.875,0.4205127447511252,0.7910220836849493,1.5507174234692827,1.361538971269279,68.97299999999814,0.4040966580934633,0.8837362876487298,1.8221680793680175,-0.1530586154638862,0.056081118368408865,-0.06933094496315673
1986,II,2,0.5793,109,133.84399999999732,4,1.2638726768652235,72.02399999999761,1.504742636271688,0.2213929156458766,0.6153251526458297,2.2150608195499326,1.2586372827240764,41.08999999999651,-0.013415460493406799,0.582533511598287,1.5017437296279945,1.1705550585212086,10.894999999996799,0.27230546129104777,0.5718171637063243,1.2577985291530305,1.2337573629655105,58.070999999996275,0.2873990414874858,0.6300361196542826,1.3929606147967957,1.2638726768652235,72.02399999999761,0.2743529963256264,0.6537434589478388,1.4335938410214668,-0.23454284752137025,0.16860172202582555,0.07978838362877894
